,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU12_r,clip_id,label,source_id,appraisal
10371,0.0,0.0,1.37,0.0,0.0,0.0,0.43,0.11,Med15_S73,0,Med15,
10372,0.0,0.0,1.72,0.0,0.0,0.0,0.44,0.04,Med15_S73,0,Med15,
10373,0.0,0.0,1.98,0.0,0.0,0.0,0.4,0.0,Med15_S73,0,Med15,
10374,0.0,0.0,2.23,0.0,0.0,0.02,0.39,0.0,Med15_S73,0,Med15,
10375,0.0,0.0,2.23,0.0,0.0,0.07,0.41,0.0,Med15_S73,0,Med15,
10376,0.0,0.0,2.26,0.0,0.0,0.19,0.4,0.0,Med15_S73,0,Med15,
10377,0.0,0.0,2.29,0.0,0.0,0.23,0.29,0.0,Med15_S73,0,Med15,
10378,0.0,0.0,2.35,0.0,0.0,0.18,0.25,0.0,Med15_S73,0,Med15,
10379,0.0,0.0,2.3,0.0,0.0,0.06,0.2,0.01,Med15_S73,0,Med15,
10380,0.0,0.0,2.25,0.0,0.0,0.0,0.13,0.03,Med15_S73,0,Med15,
10381,0.0,0.0,2.2,0.0,0.0,0.0,0.03,0.04,Med15_S73,0,Med15,
10382,0.0,0.0,2.21,0.0,0.0,0.02,0.0,0.06,Med15_S73,0,Med15,
10383,0.0,0.0,2.19,0.0,0.0,0.31,0.03,0.06,Med15_S73,0,Med15,
10384,0.0,0.0,2.12,0.0,0.0,0.38,0.03,0.07,Med15_S73,0,Med15,
10385,0.0,0.0,2.14,0.0,0.0,0.44,0.03,0.11,Med15_S73,0,Med15,
10386,0.0,0.0,2.17,0.0,0.0,0.3,0.0,0.16,Med15_S73,0,Med15,
10387,0.0,0.0,2.26,0.0,0.0,0.4,0.0,0.18,Med15_S73,0,Med15,
10388,0.0,0.0,2.33,0.0,0.0,0.42,0.0,0.2,Med15_S73,0,Med15,
10389,0.0,0.0,2.29,0.0,0.0,0.33,0.0,0.21,Med15_S73,0,Med15,
10390,0.0,0.0,2.18,0.0,0.0,0.26,0.0,0.21,Med15_S73,0,Med15,
10391,0.0,0.0,2.07,0.0,0.0,0.15,0.0,0.17,Med15_S73,0,Med15,
10392,0.0,0.01,2.01,0.0,0.0,0.1,0.0,0.14,Med15_S73,0,Med15,
10393,0.0,0.01,2.12,0.0,0.0,0.23,0.0,0.18,Med15_S73,0,Med15,
10394,0.0,0.01,2.25,0.0,0.0,0.39,0.0,0.2,Med15_S73,0,Med15,
10395,0.0,0.0,2.42,0.0,0.0,0.52,0.0,0.21,Med15_S73,0,Med15,
10396,0.0,0.0,2.51,0.0,0.0,0.32,0.0,0.15,Med15_S73,0,Med15,
10397,0.0,0.0,2.51,0.0,0.0,0.3,0.0,0.09,Med15_S73,0,Med15,
10398,0.0,0.0,2.51,0.0,0.0,0.34,0.0,0.05,Med15_S73,0,Med15,
10399,0.0,0.0,2.4,0.0,0.0,0.45,0.0,0.04,Med15_S73,0,Med15,
10400,0.0,0.0,2.34,0.0,0.0,0.43,0.0,0.06,Med15_S73,0,Med15,
10401,0.0,0.0,2.28,0.0,0.0,0.26,0.0,0.07,Med15_S73,0,Med15,
10402,0.0,0.0,2.28,0.0,0.0,0.15,0.0,0.12,Med15_S73,0,Med15,
10403,0.0,0.0,2.33,0.0,0.0,0.05,0.0,0.13,Med15_S73,0,Med15,
10404,0.0,0.0,2.37,0.0,0.0,0.05,0.0,0.16,Med15_S73,0,Med15,
10405,0.0,0.0,2.42,0.0,0.0,0.02,0.0,0.14,Med15_S73,0,Med15,
10406,0.0,0.0,2.38,0.0,0.0,0.02,0.0,0.12,Med15_S73,0,Med15,
10407,0.0,0.0,2.31,0.0,0.0,0.11,0.03,0.06,Med15_S73,0,Med15,
10408,0.0,0.0,2.34,0.0,0.0,0.1,0.03,0.03,Med15_S73,0,Med15,
10409,0.0,0.0,2.37,0.0,0.0,0.09,0.04,0.04,Med15_S73,0,Med15,
10410,0.0,0.0,2.58,0.0,0.0,0.1,0.09,0.05,Med15_S73,0,Med15,
10411,0.0,0.0,2.63,0.0,0.0,0.11,0.23,0.04,Med15_S73,0,Med15,
10412,0.0,0.0,2.59,0.0,0.0,0.11,0.35,0.01,Med15_S73,0,Med15,
10413,0.0,0.0,2.38,0.0,0.0,0.01,0.46,0.0,Med15_S73,0,Med15,
10414,0.0,0.0,2.05,0.0,0.0,0.0,0.7,0.0,Med15_S73,0,Med15,
10415,0.0,0.0,1.7,0.0,0.08,0.0,0.75,0.0,Med15_S73,0,Med15,
10416,0.0,0.0,1.15,0.0,0.17,0.02,0.56,0.02,Med15_S73,0,Med15,
10417,0.0,0.0,0.6,0.0,0.17,0.02,0.18,0.08,Med15_S73,0,Med15,
10418,0.0,0.0,0.18,0.0,0.09,0.11,0.0,0.08,Med15_S73,0,Med15,
10419,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.06,Med15_S73,0,Med15,
10420,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,Med15_S73,0,Med15,
10421,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,Med15_S73,0,Med15,
10422,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,Med15_S73,0,Med15,
10423,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,Med15_S73,0,Med15,
10424,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,Med15_S73,0,Med15,
10425,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,Med15_S73,0,Med15,
10426,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0,Med15_S73,0,Med15,
10427,0.13,0.0,0.08,0.0,0.0,0.04,0.0,0.0,Med15_S73,0,Med15,
10428,0.37,0.0,0.29,0.0,0.0,0.27,0.0,0.0,Med15_S73,0,Med15,
10429,0.54,0.0,0.47,0.0,0.0,0.37,0.0,0.0,Med15_S73,0,Med15,
10430,0.67,0.0,0.57,0.0,0.0,0.43,0.0,0.0,Med15_S73,0,Med15,
10431,0.62,0.0,0.59,0.0,0.0,0.21,0.0,0.0,Med15_S73,0,Med15,
10432,0.71,0.0,0.6,0.0,0.0,0.06,0.0,0.0,Med15_S73,0,Med15,
10433,0.63,0.02,0.7,0.0,0.0,0.11,0.0,0.0,Med15_S73,0,Med15,
10434,0.61,0.02,0.8,0.0,0.0,0.11,0.0,0.0,Med15_S73,0,Med15,
10435,0.48,0.02,0.94,0.0,0.0,0.11,0.0,0.02,Med15_S73,0,Med15,
10436,0.47,0.0,1.12,0.0,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10437,0.54,0.06,1.24,0.0,0.0,0.0,0.0,0.03,Med15_S73,0,Med15,
10438,0.58,0.12,1.31,0.02,0.0,0.0,0.0,0.01,Med15_S73,0,Med15,
10439,0.56,0.25,1.29,0.1,0.0,0.0,0.0,0.01,Med15_S73,0,Med15,
10440,0.52,0.2,1.3,0.1,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10441,0.51,0.33,1.31,0.08,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10442,0.52,0.39,1.32,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10443,0.63,0.64,1.31,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10444,0.74,0.64,1.35,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10445,0.86,0.71,1.36,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10446,0.81,0.78,1.46,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10447,0.85,0.92,1.48,0.1,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10448,0.87,0.99,1.48,0.22,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10449,1.01,1.02,1.41,0.25,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10450,0.99,1.13,1.35,0.29,0.0,0.01,0.0,0.0,Med15_S73,0,Med15,
10451,1.0,1.08,1.38,0.28,0.0,0.1,0.0,0.0,Med15_S73,0,Med15,
10452,0.87,1.17,1.39,0.35,0.0,0.14,0.0,0.0,Med15_S73,0,Med15,
10453,0.71,0.99,1.45,0.23,0.0,0.14,0.0,0.0,Med15_S73,0,Med15,
10454,0.55,0.81,1.41,0.12,0.0,0.28,0.0,0.03,Med15_S73,0,Med15,
10455,0.38,0.38,1.23,0.03,0.0,0.23,0.0,0.08,Med15_S73,0,Med15,
10456,0.28,0.1,0.92,0.09,0.0,0.26,0.0,0.12,Med15_S73,0,Med15,
10457,0.27,0.0,0.56,0.09,0.0,0.13,0.0,0.12,Med15_S73,0,Med15,
10458,0.3,0.0,0.41,0.09,0.0,0.19,0.0,0.08,Med15_S73,0,Med15,
10459,0.29,0.0,0.38,0.0,0.02,0.22,0.0,0.03,Med15_S73,0,Med15,
10460,0.23,0.0,0.41,0.0,0.04,0.18,0.0,0.0,Med15_S73,0,Med15,
10461,0.11,0.0,0.28,0.0,0.04,0.12,0.0,0.0,Med15_S73,0,Med15,
10462,0.08,0.0,0.15,0.0,0.05,0.07,0.0,0.0,Med15_S73,0,Med15,
10463,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,Med15_S73,0,Med15,
10464,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,Med15_S73,0,Med15,
10465,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,Med15_S73,0,Med15,
10466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Med15_S73,0,Med15,
10469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Med15_S73,0,Med15,
10470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,Med15_S73,0,Med15,
10471,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,Med15_S73,0,Med15,
10472,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,Med15_S73,0,Med15,
10473,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,Med15_S73,0,Med15,
10474,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,Med15_S73,0,Med15,
10475,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,Med15_S73,0,Med15,
10476,0.0,0.0,0.08,0.0,0.0,0.0,0.31,0.32,Med15_S73,0,Med15,
10477,0.0,0.0,0.24,0.0,0.0,0.0,0.38,0.4,Med15_S73,0,Med15,
10478,0.0,0.0,0.54,0.0,0.0,0.0,0.46,0.44,Med15_S73,0,Med15,
10479,0.0,0.0,0.9,0.0,0.0,0.0,0.56,0.39,Med15_S73,0,Med15,
10480,0.0,0.0,1.16,0.0,0.0,0.0,0.56,0.25,Med15_S73,0,Med15,
10481,0.0,0.0,1.39,0.0,0.0,0.0,0.44,0.1,Med15_S73,0,Med15,
10482,0.0,0.0,1.5,0.0,0.0,0.0,0.52,0.0,Med15_S73,0,Med15,
10483,0.0,0.0,1.62,0.0,0.0,0.0,0.61,0.0,Med15_S73,0,Med15,
10484,0.0,0.0,1.64,0.0,0.0,0.0,0.84,0.02,Med15_S73,0,Med15,
10485,0.0,0.0,1.68,0.0,0.0,0.0,0.79,0.03,Med15_S73,0,Med15,
10486,0.0,0.0,1.77,0.0,0.0,0.0,0.76,0.06,Med15_S73,0,Med15,
10487,0.0,0.0,1.78,0.0,0.0,0.0,0.55,0.04,Med15_S73,0,Med15,
10488,0.0,0.0,1.83,0.0,0.0,0.0,0.42,0.09,Med15_S73,0,Med15,
10489,0.0,0.0,1.87,0.0,0.0,0.05,0.33,0.09,Med15_S73,0,Med15,
10490,0.0,0.0,1.9,0.0,0.0,0.05,0.26,0.15,Med15_S73,0,Med15,
10491,0.0,0.0,1.86,0.0,0.0,0.05,0.26,0.23,Med15_S73,0,Med15,
10492,0.0,0.0,1.78,0.0,0.0,0.0,0.26,0.34,Med15_S73,0,Med15,
10493,0.0,0.0,1.78,0.0,0.0,0.0,0.31,0.41,Med15_S73,0,Med15,
10494,0.0,0.0,1.79,0.0,0.03,0.01,0.36,0.4,Med15_S73,0,Med15,
10495,0.0,0.0,1.97,0.0,0.03,0.12,0.36,0.43,Med15_S73,0,Med15,
10496,0.0,0.0,2.13,0.0,0.03,0.15,0.37,0.47,Med15_S73,0,Med15,
10497,0.0,0.0,2.21,0.0,0.0,0.16,0.35,0.46,Med15_S73,0,Med15,
10498,0.0,0.0,2.12,0.0,0.0,0.09,0.31,0.36,Med15_S73,0,Med15,
10499,0.0,0.0,2.04,0.0,0.0,0.17,0.29,0.26,Med15_S73,0,Med15,
10500,0.0,0.0,2.05,0.0,0.01,0.22,0.2,0.2,Med15_S73,0,Med15,
10501,0.0,0.0,2.1,0.0,0.01,0.31,0.18,0.17,Med15_S73,0,Med15,
10502,0.0,0.0,2.11,0.0,0.01,0.35,0.15,0.18,Med15_S73,0,Med15,
10503,0.0,0.0,2.24,0.0,0.04,0.37,0.14,0.12,Med15_S73,0,Med15,
10504,0.06,0.0,2.28,0.0,0.04,0.26,0.16,0.08,Med15_S73,0,Med15,
10505,0.06,0.0,2.35,0.0,0.04,0.18,0.19,0.0,Med15_S73,0,Med15,
10506,0.06,0.0,2.31,0.0,0.04,0.32,0.25,0.0,Med15_S73,0,Med15,
10507,0.0,0.0,2.4,0.0,0.09,0.48,0.24,0.0,Med15_S73,0,Med15,
10508,0.0,0.0,2.47,0.0,0.12,0.58,0.25,0.0,Med15_S73,0,Med15,
10509,0.0,0.0,2.46,0.0,0.11,0.54,0.25,0.0,Med15_S73,0,Med15,
10510,0.0,0.0,2.42,0.0,0.1,0.48,0.38,0.03,Med15_S73,0,Med15,
10511,0.0,0.0,2.44,0.0,0.12,0.44,0.42,0.03,Med15_S73,0,Med15,
10512,0.0,0.0,2.51,0.0,0.18,0.63,0.51,0.03,Med15_S73,0,Med15,
10513,0.0,0.0,2.48,0.0,0.22,0.75,0.6,0.0,Med15_S73,0,Med15,
10514,0.0,0.0,2.32,0.0,0.27,0.73,0.61,0.0,Med15_S73,0,Med15,
10515,0.0,0.0,2.2,0.0,0.25,0.53,0.58,0.06,Med15_S73,0,Med15,
10516,0.0,0.0,2.13,0.0,0.23,0.44,0.44,0.12,Med15_S73,0,Med15,
10517,0.0,0.0,2.14,0.0,0.22,0.45,0.45,0.14,Med15_S73,0,Med15,
10518,0.0,0.0,2.12,0.0,0.16,0.47,0.44,0.1,Med15_S73,0,Med15,
10519,0.0,0.0,2.09,0.0,0.14,0.45,0.51,0.04,Med15_S73,0,Med15,
10520,0.0,0.0,2.1,0.0,0.06,0.54,0.52,0.03,Med15_S73,0,Med15,
10521,0.0,0.0,2.1,0.0,0.05,0.43,0.53,0.03,Med15_S73,0,Med15,
10522,0.0,0.0,2.09,0.0,0.01,0.3,0.57,0.03,Med15_S73,0,Med15,
10523,0.0,0.0,2.01,0.0,0.01,0.1,0.65,0.02,Med15_S73,0,Med15,
10524,0.0,0.0,1.77,0.0,0.0,0.05,0.78,0.03,Med15_S73,0,Med15,
10525,0.0,0.0,1.42,0.0,0.0,0.03,0.74,0.06,Med15_S73,0,Med15,
10526,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.1,Med15_S73,0,Med15,
10527,0.0,0.0,0.52,0.0,0.0,0.0,0.64,0.11,Med15_S73,0,Med15,
10528,0.0,0.0,0.21,0.0,0.0,0.0,0.58,0.08,Med15_S73,0,Med15,
10529,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.05,Med15_S73,0,Med15,
10530,0.0,0.0,0.0,0.11,0.0,0.0,0.4,0.0,Med15_S73,0,Med15,
10531,0.0,0.0,0.0,0.11,0.0,0.0,0.31,0.0,Med15_S73,0,Med15,
10532,0.0,0.0,0.0,0.13,0.0,0.0,0.2,0.0,Med15_S73,0,Med15,
10533,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.0,Med15_S73,0,Med15,
10534,0.0,0.0,0.0,0.05,0.0,0.1,0.03,0.0,Med15_S73,0,Med15,
10535,0.07,0.0,0.0,0.04,0.0,0.1,0.0,0.0,Med15_S73,0,Med15,
10536,0.35,0.0,0.02,0.04,0.0,0.2,0.0,0.0,Med15_S73,0,Med15,
10537,0.68,0.0,0.14,0.0,0.0,0.22,0.0,0.0,Med15_S73,0,Med15,
10538,0.86,0.0,0.18,0.0,0.0,0.34,0.0,0.0,Med15_S73,0,Med15,
10539,0.85,0.0,0.32,0.0,0.0,0.24,0.0,0.0,Med15_S73,0,Med15,
10540,0.75,0.0,0.41,0.0,0.0,0.12,0.0,0.0,Med15_S73,0,Med15,
10541,0.7,0.0,0.55,0.03,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10542,0.62,0.0,0.57,0.03,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10543,0.5,0.0,0.59,0.03,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10544,0.34,0.0,0.65,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10545,0.21,0.0,0.65,0.01,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10546,0.14,0.0,0.66,0.01,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10547,0.25,0.03,0.72,0.18,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10548,0.52,0.13,0.91,0.37,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10549,0.71,0.24,1.1,0.66,0.0,0.0,0.0,0.06,Med15_S73,0,Med15,
10550,0.88,0.4,1.22,0.82,0.0,0.0,0.0,0.1,Med15_S73,0,Med15,
10551,0.9,0.51,1.35,0.83,0.0,0.0,0.0,0.08,Med15_S73,0,Med15,
10552,1.13,0.81,1.47,0.7,0.0,0.0,0.0,0.06,Med15_S73,0,Med15,
10553,1.18,0.89,1.46,0.55,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10554,1.26,1.04,1.38,0.6,0.0,0.0,0.0,0.03,Med15_S73,0,Med15,
10555,1.27,1.05,1.35,0.63,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10556,1.41,1.23,1.45,0.73,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10557,1.53,1.3,1.53,0.73,0.0,0.0,0.01,0.03,Med15_S73,0,Med15,
10558,1.57,1.19,1.51,0.72,0.0,0.0,0.01,0.04,Med15_S73,0,Med15,
10559,1.57,1.03,1.5,0.75,0.0,0.0,0.01,0.05,Med15_S73,0,Med15,
10560,1.5,0.85,1.57,0.59,0.0,0.0,0.01,0.06,Med15_S73,0,Med15,
10561,1.53,0.88,1.52,0.55,0.0,0.0,0.02,0.05,Med15_S73,0,Med15,
10562,1.52,0.81,1.5,0.38,0.0,0.0,0.03,0.07,Med15_S73,0,Med15,
10563,1.6,0.88,1.46,0.26,0.0,0.0,0.05,0.04,Med15_S73,0,Med15,
10564,1.58,0.71,1.61,0.18,0.0,0.0,0.04,0.04,Med15_S73,0,Med15,
10565,1.57,0.79,1.65,0.16,0.0,0.0,0.03,0.02,Med15_S73,0,Med15,
10566,1.43,0.93,1.57,0.36,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10567,1.36,1.01,1.45,0.5,0.0,0.0,0.0,0.02,Med15_S73,0,Med15,
10568,1.26,0.92,1.32,0.58,0.0,0.0,0.0,0.01,Med15_S73,0,Med15,
10569,1.3,0.69,1.28,0.56,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10570,1.24,0.61,1.25,0.48,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10571,1.15,0.52,1.32,0.44,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10572,1.03,0.52,1.38,0.37,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10573,1.02,0.49,1.49,0.25,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10574,0.88,0.41,1.57,0.12,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10575,0.67,0.32,1.63,0.01,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10576,0.37,0.28,1.58,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10577,0.18,0.23,1.53,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10578,0.07,0.1,1.45,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10579,0.0,0.03,1.42,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10580,0.0,0.03,1.39,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10581,0.0,0.03,1.31,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10582,0.1,0.0,1.24,0.0,0.0,0.0,0.0,0.0,Med15_S73,0,Med15,
10583,0.21,0.0,1.13,0.0,0.0,0.02,0.0,0.0,Med15_S73,0,Med15,
10584,0.28,0.0,1.16,0.0,0.0,0.02,0.0,0.0,Med15_S73,0,Med15,
10585,0.29,0.0,1.15,0.0,0.0,0.05,0.0,0.0,Med15_S73,0,Med15,
10586,0.2,0.0,1.16,0.0,0.0,0.03,0.0,0.0,Med15_S73,0,Med15,
10587,0.26,0.0,1.13,0.0,0.0,0.08,0.0,0.0,Med15_S73,0,Med15,
10588,0.39,0.0,1.06,0.0,0.0,0.24,0.0,0.05,Med15_S73,0,Med15,
10589,0.61,0.0,1.05,0.0,0.0,0.33,0.0,0.09,Med15_S73,0,Med15,
10590,0.73,0.0,1.08,0.0,0.08,0.62,0.0,0.11,Med15_S73,0,Med15,
10591,0.72,0.0,1.17,0.0,0.18,0.92,0.0,0.09,Med15_S73,0,Med15,
10592,0.6,0.0,1.17,0.0,0.25,1.09,0.0,0.09,Med15_S73,0,Med15,
10593,0.54,0.0,1.03,0.0,0.24,1.05,0.0,0.15,Med15_S73,0,Med15,
10594,0.34,0.0,0.86,0.0,0.23,0.79,0.0,0.17,Med15_S73,0,Med15,
10595,0.24,0.0,0.67,0.0,0.24,0.79,0.0,0.2,Med15_S73,0,Med15,
10596,0.07,0.0,0.6,0.0,0.25,0.7,0.0,0.25,Med15_S73,0,Med15,
10597,0.06,0.0,0.51,0.0,0.25,0.61,0.0,0.32,Med15_S73,0,Med15,
10598,0.03,0.0,0.43,0.0,0.31,0.52,0.0,0.42,Med15_S73,0,Med15,
10599,0.0,0.0,0.36,0.0,0.36,0.53,0.0,0.43,Med15_S73,0,Med15,
10600,0.0,0.0,0.29,0.0,0.41,0.54,0.0,0.45,Med15_S73,0,Med15,
10601,0.0,0.0,0.29,0.0,0.44,0.38,0.0,0.46,Med15_S73,0,Med15,
10602,0.0,0.0,0.28,0.0,0.44,0.17,0.0,0.5,Med15_S73,0,Med15,
10603,0.0,0.0,0.3,0.0,0.39,0.03,0.0,0.49,Med15_S73,0,Med15,
10604,0.0,0.0,0.36,0.0,0.34,0.02,0.0,0.48,Med15_S73,0,Med15,
10605,0.0,0.0,0.45,0.0,0.27,0.0,0.0,0.43,Med15_S73,0,Med15,
10606,0.0,0.0,0.61,0.0,0.27,0.0,0.0,0.46,Med15_S73,0,Med15,
10607,0.0,0.0,0.77,0.0,0.27,0.0,0.0,0.43,Med15_S73,0,Med15,
10608,0.0,0.0,0.88,0.0,0.31,0.0,0.0,0.45,Med15_S73,0,Med15,
10609,0.0,0.0,0.92,0.0,0.33,0.0,0.0,0.39,Med15_S73,0,Med15,
10610,0.0,0.0,0.92,0.0,0.39,0.0,0.0,0.39,Med15_S73,0,Med15,
10611,0.0,0.0,0.93,0.0,0.47,0.0,0.0,0.43,Med15_S73,0,Med15,
10612,0.0,0.0,2.1,0.0,0.0,0.0,0.64,0.39,Med15_S81,0,Med15,
10613,0.0,0.0,2.11,0.0,0.1,0.11,0.56,0.34,Med15_S81,0,Med15,
10614,0.0,0.0,2.01,0.0,0.1,0.21,0.5,0.25,Med15_S81,0,Med15,
10615,0.0,0.0,1.99,0.0,0.1,0.34,0.56,0.17,Med15_S81,0,Med15,
10616,0.0,0.0,1.93,0.0,0.11,0.52,0.56,0.11,Med15_S81,0,Med15,
10617,0.0,0.0,2.04,0.0,0.12,0.63,0.64,0.12,Med15_S81,0,Med15,
10618,0.0,0.0,2.1,0.0,0.12,0.62,0.64,0.12,Med15_S81,0,Med15,
10619,0.0,0.0,2.15,0.0,0.01,0.37,0.61,0.16,Med15_S81,0,Med15,
10620,0.0,0.0,2.13,0.0,0.01,0.23,0.54,0.15,Med15_S81,0,Med15,
10621,0.0,0.0,2.09,0.0,0.03,0.12,0.58,0.17,Med15_S81,0,Med15,
10622,0.0,0.0,2.09,0.0,0.02,0.07,0.54,0.18,Med15_S81,0,Med15,
10623,0.0,0.0,2.13,0.0,0.03,0.07,0.62,0.23,Med15_S81,0,Med15,
10624,0.0,0.0,2.13,0.0,0.03,0.06,0.58,0.33,Med15_S81,0,Med15,
10625,0.0,0.0,2.03,0.0,0.05,0.06,0.67,0.4,Med15_S81,0,Med15,
10626,0.0,0.0,2.0,0.0,0.04,0.05,0.67,0.43,Med15_S81,0,Med15,
10627,0.0,0.0,1.94,0.0,0.02,0.05,0.71,0.41,Med15_S81,0,Med15,
10628,0.0,0.0,2.01,0.0,0.0,0.04,0.64,0.36,Med15_S81,0,Med15,
10629,0.0,0.0,1.98,0.0,0.0,0.0,0.51,0.38,Med15_S81,0,Med15,
10630,0.0,0.0,1.86,0.0,0.0,0.0,0.4,0.46,Med15_S81,0,Med15,
10631,0.0,0.0,1.6,0.0,0.0,0.0,0.28,0.61,Med15_S81,0,Med15,
10632,0.0,0.0,1.3,0.0,0.0,0.0,0.18,0.69,Med15_S81,0,Med15,
10633,0.0,0.0,1.08,0.0,0.0,0.0,0.12,0.67,Med15_S81,0,Med15,
10634,0.05,0.0,0.95,0.0,0.0,0.0,0.11,0.56,Med15_S81,0,Med15,
10635,0.15,0.0,0.86,0.0,0.0,0.0,0.09,0.46,Med15_S81,0,Med15,
10636,0.31,0.0,0.92,0.0,0.0,0.0,0.12,0.39,Med15_S81,0,Med15,
10637,0.45,0.0,0.79,0.0,0.0,0.0,0.1,0.4,Med15_S81,0,Med15,
10638,0.75,0.07,0.59,0.0,0.0,0.0,0.11,0.44,Med15_S81,0,Med15,
10639,0.94,0.11,0.3,0.0,0.0,0.0,0.03,0.55,Med15_S81,0,Med15,
10640,0.99,0.29,0.39,0.0,0.0,0.0,0.02,0.57,Med15_S81,0,Med15,
10641,0.79,0.36,0.55,0.0,0.0,0.0,0.02,0.58,Med15_S81,0,Med15,
10642,0.64,0.41,0.69,0.0,0.0,0.0,0.02,0.54,Med15_S81,0,Med15,
10643,0.61,0.26,0.59,0.0,0.0,0.0,0.0,0.55,Med15_S81,0,Med15,
10644,0.79,0.23,0.36,0.0,0.0,0.0,0.0,0.67,Med15_S81,0,Med15,
10645,1.07,0.22,0.17,0.0,0.0,0.0,0.0,0.76,Med15_S81,0,Med15,
10646,1.27,0.32,0.0,0.0,0.0,0.05,0.0,0.79,Med15_S81,0,Med15,
10647,1.19,0.36,0.0,0.0,0.0,0.09,0.0,0.62,Med15_S81,0,Med15,
10648,0.95,0.28,0.0,0.0,0.0,0.18,0.0,0.39,Med15_S81,0,Med15,
10649,0.82,0.14,0.0,0.0,0.0,0.38,0.0,0.23,Med15_S81,0,Med15,
10650,0.78,0.0,0.0,0.01,0.0,0.54,0.0,0.17,Med15_S81,0,Med15,
10651,0.8,0.0,0.0,0.01,0.0,0.71,0.0,0.18,Med15_S81,0,Med15,
10652,1.0,0.11,0.05,0.01,0.0,0.64,0.0,0.12,Med15_S81,0,Med15,
10653,1.25,0.28,0.19,0.03,0.0,0.86,0.0,0.05,Med15_S81,0,Med15,
10654,1.55,0.28,0.32,0.03,0.0,1.05,0.0,0.0,Med15_S81,0,Med15,
